episode,slot,sta_id,primary_channel_obss_occupied_remained,radio_transition_time,tx_duration,cw_index,action,epsilon,steps_done,reward,tau
13,1127,13,99,1,33,0,1,0.7193026500167848,239,19.45,271
13,1127,14,99,1,33,0,0,0.7186336819065705,240,17.75,305
13,1127,15,99,1,33,0,0,0.7179653824300938,241,9.25,475
13,1127,16,99,1,33,0,1,0.7172977509190551,242,19.45,271
13,1127,17,99,1,33,0,0,0.716630786705823,243,26.3,134
13,1127,18,99,1,33,0,0,0.7159644891234331,244,26.3,134
13,1127,19,99,1,33,0,1,0.715298857505588,245,-5.0,100
14,1465,17,66,1,33,1,1,0.7146338911866557,246,4.149999999999999,577
14,2247,1,66,1,33,1,0,0.71396958950167,247,0.9499999999999957,641
14,2620,0,99,1,33,0,1,0.7133059517863292,248,14.05,379
14,2620,2,99,1,33,0,0,0.7126429773769953,249,14.05,379
14,2620,3,99,1,33,0,1,0.7119806656106942,250,14.05,379
14,2620,4,99,1,33,0,1,0.7113190158251137,251,-5.050000000000001,101
14,2620,5,99,1,33,0,1,0.7106580273586042,252,14.5,370
14,2620,6,99,1,33,0,1,0.7099976995501772,253,14.05,379
14,2620,7,99,1,33,0,1,0.7093380317395046,254,17.9,302
14,2620,8,99,1,33,0,0,0.7086790232669189,255,14.05,379
14,2620,9,99,1,33,0,0,0.7080206734734111,256,14.05,379
14,2620,10,99,1,33,0,1,0.7073629817006317,257,14.05,379
14,2620,11,99,1,33,0,1,0.7067059472908889,258,14.05,379
14,2620,12,99,1,33,0,0,0.7060495695871479,259,14.05,379
14,2620,13,99,1,33,0,1,0.7053938479330314,260,-5.050000000000001,101
14,2620,14,99,1,33,0,0,0.7047387816728173,261,26.3,134
14,2620,15,99,1,33,0,1,0.7040843701514395,262,25.0,100
14,2620,16,99,1,33,0,0,0.7034306127144863,263,14.05,379
14,2620,17,99,1,33,0,1,0.7027775087082002,264,14.5,370
14,2620,18,99,1,33,0,1,0.7021250574794774,265,29.55,69
14,2620,19,99,1,33,0,1,0.7014732583758663,266,14.05,379
14,2690,18,29,1,33,0,0,0.7008221107455679,267,17.549999999999997,309
14,2755,4,99,1,33,1,1,0.7001716139374344,268,24.65,167
14,2755,13,99,1,33,1,1,0.6995217673009692,269,-3.4000000000000004,68
14,2755,14,99,1,33,0,1,0.6988725701863252,270,20.799999999999997,244
14,2755,15,99,1,33,0,1,0.6982240219443056,271,22.95,201
14,2824,13,30,1,33,1,0,0.697576121926362,272,-8.75,175
15,138,16,66,1,33,1,1,0.6969288694845942,273,17.7,306
15,615,3,66,1,33,1,0,0.6962822639717497,274,4.049999999999997,579
15,615,6,66,1,33,1,0,0.6956363047412232,275,10.849999999999998,443
15,615,16,66,1,33,1,1,0.6949909911470552,276,10.849999999999998,443
16,925,0,99,1,33,0,1,0.6943463225439321,277,23.0,100
16,925,1,99,1,33,0,1,0.6937022982871852,278,31.15,37
16,925,2,99,1,33,0,0,0.6930589177327903,279,26.35,133
16,925,3,99,1,33,0,1,0.6924161802373666,280,14.349999999999998,373
16,925,4,99,1,33,0,1,0.6917740851581768,281,24.6,168
16,925,5,99,1,33,0,1,0.6911326318531257,282,-15.3,306
16,925,6,99,1,33,0,1,0.6904918196807597,283,-15.3,306
16,925,7,99,1,33,0,0,0.6898516480002669,284,7.449999999999999,511
16,925,8,99,1,33,0,0,0.6892121161714753,285,7.449999999999999,511
16,925,9,99,1,33,0,1,0.6885732235548532,286,-1.0500000000000043,681
16,925,10,99,1,33,0,0,0.6879349695115078,287,10.849999999999998,443
16,925,11,99,1,33,0,0,0.6872973534031851,288,22.799999999999997,204
16,925,12,99,1,33,0,0,0.6866603745922689,289,9.149999999999999,477
16,925,13,99,1,33,0,1,0.6860240324417806,290,21.1,238
16,925,14,99,1,33,0,1,0.6853883263153774,291,-1.0500000000000043,681
16,925,15,99,1,33,0,1,0.6847532555773536,292,-6.150000000000006,783
16,925,16,99,1,33,0,1,0.6841188195926383,293,21.1,238
16,925,17,99,1,33,0,1,0.6834850177267954,294,10.849999999999998,443
16,925,18,99,1,33,0,0,0.682851849346023,295,7.449999999999999,511
16,925,19,99,1,33,0,0,0.6822193138171527,296,7.449999999999999,511
16,963,1,61,1,33,0,0,0.6815874105076489,297,23.0,200
16,1164,0,99,1,33,0,0,0.6809561387856082,298,14.3,374
16,1164,1,99,1,33,0,0,0.680325498019759,299,12.599999999999998,408
16,1164,2,99,1,33,0,0,0.6796954875794602,300,21.1,238
16,1164,4,99,1,33,0,0,0.6790661068347015,301,12.599999999999998,408
16,1164,11,99,1,33,0,1,0.6784373551561022,302,5.799999999999997,544
16,1164,13,99,1,33,0,0,0.6778092319149103,303,16.0,340
16,1164,16,99,1,33,0,0,0.6771817364830025,304,24.5,170
16,1232,5,31,1,33,1,0,0.6765548682328837,305,19.4,272
16,1232,6,31,1,33,1,1,0.675928626537685,306,27.9,102
16,1778,3,66,1,33,1,1,0.6753030107711654,307,17.799999999999997,304
17,2557,9,66,1,33,1,0,0.6746780203077084,308,-22.1,442
17,2557,14,66,1,33,1,0,0.6740536545223239,309,-22.1,442
17,2557,17,66,1,33,1,1,0.6734299127906459,310,16.05,339
18,310,0,99,1,33,0,1,0.6728067944889327,311,26.3,134
18,310,1,99,1,33,0,1,0.6721842989940657,312,12.649999999999999,407
18,310,2,99,1,33,0,1,0.6715624256835497,313,17.75,305
18,310,3,99,1,33,0,1,0.6709411739355112,314,-5.0,100
18,310,4,99,1,33,0,0,0.6703205431286983,315,10.95,441
18,310,5,99,1,33,0,0,0.6697005326424802,316,16.05,339
18,310,6,99,1,33,0,0,0.6690811418568464,317,24.6,168
18,310,7,99,1,33,0,1,0.6684623701524062,318,14.349999999999998,373
18,310,8,99,1,33,0,0,0.6678442169103875,319,19.45,271
18,310,9,99,1,33,0,1,0.6672266815126373,320,-1.9000000000000001,38
18,310,10,99,1,33,0,1,0.66660976334162,321,-25.85,517
18,310,11,99,1,33,0,1,0.6659934617804175,322,14.349999999999998,373
18,310,12,99,1,33,0,1,0.665377776212728,323,-5.0,100
18,310,13,99,1,33,0,1,0.664762706022866,324,26.3,134
18,310,14,99,1,33,0,1,0.6641482505957614,325,22.9,202
18,310,15,99,1,33,0,1,0.6635344093169585,326,26.3,134
18,310,16,99,1,33,0,1,0.662921181572616,327,14.349999999999998,373
18,310,17,99,1,33,0,1,0.6623085667495062,328,-3.6,72
18,310,18,99,1,33,0,0,0.6616965642350141,329,10.95,441
18,310,19,99,1,33,0,1,0.6610851734171372,330,16.05,339
18,349,9,60,1,33,1,0,0.6604743936844848,331,19.7,266
18,383,17,26,1,33,1,1,0.6598642244262768,332,24.85,163
18,786,0,99,1,33,0,0,0.6592546650323442,333,5.799999999999997,544
18,786,1,99,1,33,0,0,0.6586457148931273,334,9.2,476
18,786,2,99,1,33,0,1,0.6580373733996759,335,5.799999999999997,544
18,786,3,99,1,33,0,0,0.6574296399436487,336,16.0,340
18,786,4,99,1,33,0,1,0.6568225139173121,337,5.799999999999997,544
18,786,5,99,1,33,0,0,0.65621599471354,338,16.0,340
18,786,6,99,1,33,0,0,0.655610081725813,339,9.2,476
18,786,7,99,1,33,0,1,0.6550047743482182,340,-2.0500000000000003,41
18,786,8,99,1,33,0,1,0.6544000719754482,341,9.2,476
18,786,9,99,1,33,0,1,0.6537959740028007,342,24.65,167
18,786,11,99,1,33,0,0,0.6531924798261775,343,19.4,272
18,786,12,99,1,33,1,0,0.6525895888420842,344,7.5,510
18,786,13,99,1,33,0,0,0.65198730044763,345,24.65,167
18,786,14,99,1,33,0,1,0.6513856140405265,346,17.7,306
18,786,15,99,1,33,0,0,0.650784529019087,347,17.7,306
18,786,16,99,1,33,0,0,0.6501840447822268,348,26.35,133
18,786,17,99,1,33,0,0,0.6495841607294613,349,22.9,202
18,786,18,99,1,33,0,1,0.6489848762609065,350,-2.0500000000000003,41
18,786,19,99,1,33,0,1,0.6483861907772779,351,9.2,476
18,828,7,57,1,33,1,1,0.6477881036798898,352,19.799999999999997,264
18,828,10,57,1,33,1,0,0.6471906143706554,353,18.1,298
18,828,18,57,1,33,1,1,0.6465937222520849,354,28.45,91
18,1841,0,99,1,33,0,0,0.6459974267272867,355,4.199999999999999,576
18,1841,1,99,1,33,0,0,0.6454017271999646,356,19.45,271
18,1841,2,99,1,33,0,1,0.6448066230744194,357,-5.0,100
18,1841,3,99,1,33,0,0,0.6442121137555469,358,16.05,339
18,1841,4,99,1,33,0,1,0.6436181986488375,359,-0.9500000000000028,679
18,1841,5,99,1,33,0,0,0.6430248771603764,360,21.15,237
18,1841,6,99,1,33,0,1,0.6424321486968418,361,-7.75,815
18,1841,7,99,1,33,0,1,0.6418400126655054,362,19.45,271
18,1841,8,99,1,33,0,1,0.6412484684742309,363,22.85,203
18,1841,9,99,1,33,0,0,0.6406575155314741,364,26.35,133
18,1841,10,99,1,33,0,1,0.640067153246282,365,17.75,305
18,1841,11,99,1,33,0,1,0.6394773810282924,366,24.6,168
18,1841,12,99,1,33,0,1,0.6388881982877329,367,-5.0,100
18,1841,13,99,1,33,0,1,0.6382996044354209,368,22.85,203
18,1841,14,99,1,33,0,0,0.6377115988827622,369,17.75,305
18,1841,15,99,1,33,0,1,0.6371241810417515,370,-5.0,100
18,1841,16,99,1,33,0,1,0.6365373503249707,371,-4.350000000000001,747
18,1841,17,99,1,33,0,0,0.635951106145589,372,17.75,305
18,1841,18,99,1,33,0,1,0.6353654479173624,373,24.6,168
18,1841,19,99,1,33,0,1,0.6347803750546326,374,-4.25,85
18,1927,19,13,1,33,1,0,0.6341958869723264,375,28.9,82
18,2215,1,99,1,33,0,0,0.6336119830859559,376,9.25,475
18,2215,2,99,1,33,0,1,0.6330286628116172,377,8.0,100
18,2215,3,99,1,33,0,1,0.6324459255659898,378,10.95,441
18,2215,5,99,1,33,0,0,0.6318637707663365,379,17.75,305
18,2215,7,99,1,33,0,1,0.6312821978305024,380,5.799999999999997,544
18,2215,8,99,1,33,0,1,0.6307012061769147,381,10.95,441
18,2215,9,99,1,33,0,1,0.6301207952245815,382,17.75,305
18,2215,10,99,1,33,0,0,0.629540964393092,383,9.25,475
18,2215,11,99,1,33,0,0,0.6289617131026151,384,26.3,134
18,2215,12,99,1,33,1,0,0.6283830407738995,385,-39.2,784
18,2215,13,99,1,33,0,1,0.6278049468282729,386,24.6,168
18,2215,14,99,1,33,0,0,0.6272274306876413,387,21.15,237
18,2215,15,99,1,33,1,0,0.6266504917744885,388,2.3999999999999986,612
18,2215,17,99,1,33,0,1,0.6260741295118755,389,5.799999999999997,544
18,2215,18,99,1,33,0,1,0.62549834332344,390,19.45,271
18,2215,19,99,1,33,0,0,0.6249231326333958,391,22.9,202
19,343,10,66,1,33,1,1,0.6243484968665322,392,28.0,100
19,343,17,66,1,33,1,0,0.6237744354482132,393,19.5,270
19,1878,0,99,1,33,0,0,0.6232009478043776,394,4.199999999999999,576
