episode,slot,sta_id,primary_channel_obss_occupied_remained,radio_transition_time,tx_duration,cw_index,action,epsilon,steps_done,reward,tau
465,37,5,149,1,33,0,1,0.868633387630632,376,0.0,162
465,37,6,149,1,33,0,1,0.8685515283848995,377,0.0,138
465,37,7,149,1,33,0,1,0.8684696773246823,378,0.0,162
465,37,8,149,1,33,0,1,0.8683878344491618,379,0.0,162
465,37,9,149,1,33,0,0,0.8683059997575197,380,0.0,162
470,1,0,149,1,33,0,1,0.8682241732489375,381,0.0,198
470,1,1,149,1,33,0,0,0.8681423549225972,382,0.0,198
470,1,2,149,1,33,0,0,0.8680605447776802,383,0.0,198
470,1,3,149,1,33,0,1,0.8679787428133688,384,0.0,138
470,1,4,149,1,33,0,0,0.867896949028845,385,0.0,198
470,1,5,149,1,33,0,0,0.8678151634232905,386,0.0,198
470,1,6,149,1,33,0,1,0.8677333859958877,387,0.0,198
470,1,7,149,1,33,0,1,0.8676516167458187,388,0.0,184
470,1,8,149,1,33,0,0,0.867569855672266,389,0.0,198
470,1,9,149,1,33,0,0,0.8674881027744118,390,0.0,198
477,176,0,149,1,33,0,1,0.8674063580514386,391,0.0,23
477,176,1,149,1,33,0,0,0.867324621502529,392,0.0,23
477,176,2,149,1,33,0,1,0.8672428931268656,393,0.0,23
477,176,3,149,1,33,0,0,0.8671611729236312,394,0.0,23
477,176,4,149,1,33,0,1,0.8670794608920085,395,0.0,23
477,176,5,149,1,33,0,0,0.8669977570311804,396,0.0,23
477,176,6,149,1,33,0,1,0.86691606134033,397,0.0,23
477,176,7,149,1,33,0,1,0.86683437381864,398,0.0,23
477,176,8,149,1,33,0,1,0.8667526944652939,399,0.0,23
477,176,9,149,1,33,0,1,0.8666710232794748,400,0.0,23
480,71,4,116,1,33,1,0,0.8665893602603658,401,0.0,128
481,177,1,116,1,33,1,1,0.8665077054071505,402,0.0,22
481,177,8,116,1,33,1,0,0.8664260587190122,403,0.0,22
493,141,9,116,1,33,1,0,0.8663444201951345,404,0.0,58
505,36,4,116,1,33,1,1,0.8662627898347011,405,0.0,68
505,36,5,116,1,33,1,1,0.8661811676368955,406,0.0,163
508,172,0,149,1,33,0,1,0.8660995536009016,407,0.0,27
508,172,1,149,1,33,0,1,0.8660179477259032,408,0.0,27
508,172,2,149,1,33,0,1,0.8659363500110845,409,0.0,27
508,172,3,149,1,33,0,1,0.865854760455629,410,0.0,27
508,172,4,149,1,33,0,0,0.8657731790587214,411,0.0,27
508,172,5,149,1,33,0,0,0.8656916058195454,412,0.0,27
508,172,6,149,1,33,0,1,0.8656100407372856,413,0.0,27
508,172,7,149,1,33,0,1,0.8655284838111261,414,0.0,27
508,172,8,149,1,33,0,1,0.8654469350402515,415,0.0,27
508,172,9,149,1,33,0,0,0.8653653944238462,416,0.0,27
